4382.563995,4297.948613,4373.333226,4088.205028,4137.435796,4274.87169,4571.79476,4498.974249,4105.128105,3944.102468,4106.666566,3683.076833,4021.538363,4570.256298
4382.051175,4296.410151,4372.307585,4089.74349,4137.948617,4268.205024,4572.307581,4505.128095,4105.640925,3944.615288,4115.384515,3683.076833,4024.102466,4569.743478
4382.051175,4292.307587,4367.17938,4083.076823,4134.871694,4265.128101,4566.666555,4506.153736,4107.692207,3942.051186,4123.076822,3686.666577,4025.128107,4567.179375
4384.102457,4296.922972,4372.820406,4087.692208,4141.02554,4275.897331,4574.358863,4509.743479,4107.692207,3946.66657,4124.102463,3694.358884,4025.640927,4570.769119
4384.102457,4298.461433,4376.92297,4091.281951,4144.615283,4273.333229,4574.871683,4510.2563,4105.640925,3947.692211,4121.02554,3695.384525,4021.025543,4573.846042
4381.025534,4285.1281,4371.281944,4081.538362,4129.743489,4256.410152,4557.435786,4504.615274,4103.589643,3941.025545,4117.435797,3690.25632,4012.307594,4568.717837
4384.102457,4284.61528,4374.358867,4084.102464,4126.153745,4258.974255,4557.435786,4505.640915,4104.615284,3940.512724,4122.564002,3694.871705,4017.435799,4569.743478
4389.743482,4295.38451,4383.589636,4092.820413,4142.051181,4269.743485,4567.692196,4504.102454,4106.153746,3945.640929,4125.640925,3704.615294,4026.666568,4576.410145
4385.128098,4288.205023,4377.948611,4082.564003,4144.102463,4259.487075,4559.999888,4490.769121,4099.9999,3941.025545,4112.307592,3699.99991,4016.410158,4574.358863
4377.948611,4275.384511,4366.153739,4071.794772,4132.820412,4245.128101,4549.230658,4484.615275,4091.281951,3934.358878,4102.051182,3689.230679,4002.564005,4567.692196
4378.461431,4278.461434,4368.717842,4076.410157,4134.871694,4252.307588,4553.333222,4489.74348,4092.307592,3937.948622,4108.205028,3692.307602,4006.153748,4568.205016
4381.538354,4281.538357,4373.846047,4082.564003,4139.487078,4261.538357,4556.410145,4491.794762,4096.922977,3941.025545,4111.281951,3696.922987,4009.743492,4570.256298
4382.051175,4279.487075,4372.820406,4088.717849,4138.461437,4259.487075,4553.846042,4488.205018,4098.974259,3940.512724,4111.281951,3693.846064,4009.230671,4567.692196
4382.051175,4282.051177,4374.358867,4093.333233,4141.02554,4261.025537,4556.922965,4493.333223,4098.974259,3947.692211,4119.999899,3696.410166,4016.922979,4568.717837
4379.999893,4278.461434,4370.769124,4084.615285,4138.974258,4264.61528,4560.512709,4502.563992,4097.435797,3958.974262,4124.102463,3698.461448,4019.487081,4571.281939
4383.589636,4276.922972,4369.743483,4081.538362,4140.512719,4263.589639,4564.615273,4507.179377,4101.025541,3964.102467,4128.205027,3698.461448,4022.564004,4572.820401
4390.769123,4281.538357,4378.461431,4093.333233,4146.666565,4262.051178,4568.717837,4505.640915,4106.666566,3966.153749,4136.410155,3706.153756,4029.743491,4574.871683
4386.153739,4275.384511,4378.461431,4088.205028,4135.897335,4252.820409,4564.102452,4498.974249,4102.051182,3963.076826,4128.205027,3705.640935,4024.102466,4572.820401
4377.43579,4264.10246,4369.743483,4073.333234,4121.538361,4241.538358,4552.307581,4489.230659,4092.820413,3955.384519,4114.871694,3694.871705,4013.846056,4566.153734
4387.17938,4264.61528,4376.92297,4082.564003,4133.333232,4245.640922,4557.435786,4494.871685,4096.922977,3954.871698,4129.230668,3704.615294,4021.538363,4572.307581
4396.922969,4269.743485,4388.205021,4092.820413,4141.53836,4253.84605,4569.743478,4506.666556,4105.640925,3962.051185,4142.051181,3723.589653,4033.333235,4584.615273
4387.17938,4262.563998,4380.512713,4081.025541,4126.666566,4250.769127,4561.53835,4497.435787,4098.974259,3956.92298,4126.153745,3714.358884,4025.640927,4577.948606
